180****1683,"""862679038018071"""
153****8045,"""A000008AC126CE"""
189****9325,"""860461030091436"""
156****5505,0
189****6121,0
133****1301,"""A00000731D1916"""
133****8599,"""863817032546379"""
181****2099,0
133****5620,"""864550035924199"""
153****9803,0
133****4270,"""867174035551766"""
133****5391,"""A00000482D7566"""
180****0623,"""99000939252352"""
181****9613,"""A1000049FD7BB1"""
180****9236,"""A0000061ABC151"""
173****6102,"""864566031969707"""
189****9928,0
133****3839,"""862829037307211"""
173****9592,"""99001122128226"""
189****3581,"""99000963542298"""
189****1061,"""862759034175453"""
173****4308,"""A000007480D971"""
139****6636,"""869166037923611"""
133****9281,"""864398043660318"""
180****4253,0
189****3550,0
158****1682,"""863054030257714"""
133****5000,"""A0000061CA9A7D"""
189****1988,0
173****5677,0
189****1091,"""862017038108875"""
180****9930,"""A00000568590DC"""
181****5038,0
181****2363,"""860980033716160"""
189****3408,0
135****6192,0
153****9591,"""A0000070B9A0AD"""
180****8386,"""865737023863302"""
199****8220,"""869171032352287"""
133****3640,"""99000645841461"""
180****4006,"""869200031236512"""
181****7869,"""A0000074EE9C7F"""
159****8126,"""865366037308672"""
177****7922,"""99001064481068"""
189****7906,"""A0000070CBEAF5"""
199****0068,"""867677032005958"""
182****8092,"""867635039244574"""
177****9610,"""863152042172101"""
180****9559,0
180****9861,"""A0000064E0C24E"""
189****3150,"""A0000089BFF412"""
177****6557,"""868364031241459"""
189****3433,"""A0000059806364"""
189****7388,"""A000008A4A980E"""
180****1392,"""868794032982232"""
136****1965,"""861844038302856"""
177****8785,"""861997045439051"""
189****4132,"""861243048165983"""
153****4005,"""862829032767211"""
189****0831,"""866052031704764"""
177****6626,"""863098036061851"""
153****5896,0
180****1272,"""864887031496966"""
133****0960,"""862521032244909"""
173****7686,0
189****6638,"""A0000044AADBCD"""
189****1821,"""863478031553906"""
187****7628,"""866872039164475"""
180****0192,"""861079038891794"""
180****7136,"""864404041488197"""
133****9286,"""869874035072303"""
189****1418,"""868403039454878"""
177****8962,"""864534034232341"""
153****7220,"""A0000085782AA5"""
189****2101,0
130****4349,"""A1000055DB488A"""
180****1573,"""867130038229867"""
189****7093,"""A0000089CFE922"""
133****8792,"""862022030034111"""
173****0619,"""99001023037685"""
189****2970,"""865403034828269"""
133****9333,"""A000008A480362"""
153****5576,"""862514038333701"""
180****1538,"""865121034448108"""
180****3039,"""868361035677050"""
189****2373,"""863444034782322"""
180****9972,"""866089039336553"""
177****9985,"""A0000073DE08B8"""
156****4999,"""864251032050399"""
134****8795,0
187****7628,"""862022030034111"""
177****5599,"""867550038007890"""
181****9798,"""A0000086452845"""
153****8928,"""864431035678699"""
177****2307,"""864368033046885"""
133****7273,"""A0000089BE8874"""
139****9029,"""869906020315410"""
153****7828,"""863792032809632"""
181****2430,"""864751031067476"""
130****7398,"""869765025433630"""
153****4287,"""863049031241535"""
153****8986,"""869979034420872"""
133****3397,0
181****0975,"""865579037727077"""
199****7889,"""99001020098335"""
189****3391,"""868146036576132"""
133****2007,"""868320044647330"""
189****0118,0
173****4482,"""865627030955516"""
189****7626,"""865044031033550"""
133****0856,"""869161027523497"""
153****7660,"""869705032263893"""
189****0715,"""A00000730051E3"""
133****6527,"""99001027557585"""
180****9601,"""A000004FE6F4B3"""
173****4675,"""865320036885511"""
189****2616,"""861988031016334"""
153****9358,"""868550035529374"""
133****0751,"""869705039771013"""
181****8800,"""862828043787317"""
183****7761,"""860983030770453"""
133****7916,"""A00000736D800B"""
189****3031,"""867620028046792"""
189****7276,"""866683049284173"""
177****4171,"""863807035008469"""
180****1000,"""867130036599527"""
189****2458,"""863388036069834"""
137****0008,0
181****1141,"""99001183037772"""
177****1290,"""862891032686106"""
133****0783,"""864101036926997"""
189****1777,0
181****0909,"""866202046772849"""
181****6937,"""860596036108708"""
189****7226,"""A0000078DC2A05"""
138****5388,"""866986043616757"""
155****1666,0
189****1468,"""866188038917056"""
173****6286,"""A00000720D923F"""
180****2353,"""869456032635330"""
153****1345,"""A00000713C7B97"""
183****7616,"""864806031085777"""
189****3692,"""A0000089269959"""
133****8859,0
189****7339,"""862844033153626"""
189****5138,"""863271033048516"""
133****1117,"""A0000072F2A9D7"""
181****7523,"""861874037818057"""
181****2982,"""864113035630090"""
153****1482,"""A000006AFA4949"""
153****2100,"""860172044898951"""
153****6026,0
153****3836,"""864412038788271"""
153****5133,"""869868039558192"""
133****6212,0
173****2667,0
189****6246,"""353460083122704"""
181****5688,"""866391045414212"""
180****3991,"""A00000887B0F40"""
138****3980,0
180****5613,"""869498039703331"""
186****3629,"""860270039963416"""
181****2366,"""A00000592B7BFF"""
133****3073,"""99001123320281"""
133****2101,"""A100005C65006D"""
181****6605,"""A00000890696CA"""
180****1065,"""A0000087F045C9"""
133****8298,"""863152043541379"""
180****1190,0
177****6200,"""A10000569D965F"""
189****9761,0
189****7181,"""99001080014802"""
189****1501,"""A000008DC8B0B4"""
133****1152,"""869813044704191"""
199****6839,"""865861041080556"""
136****9015,"""869236040176372"""
199****1392,"""867527034063580"""
189****5226,"""864427039424213"""
180****7235,"""869234035882534"""
173****7231,"""A0000088927DD6"""
189****4747,"""864404046566104"""
181****1259,"""867899029707681"""
133****3294,"""A100005DC05547"""
189****0067,"""A1000052B464B9"""
189****1128,"""A0000047F66306"""
173****2088,"""868217031086698"""
180****7512,"""A000008632A786"""
153****0102,"""A0000063686302"""
181****0385,"""869495036183038"""
189****4665,"""862986037078372"""
153****6228,"""A10000680D8114"""
153****2166,"""867375043639796"""
189****0437,"""99001008130999"""
189****7879,"""866352032664730"""
181****5017,"""867227033560138"""
153****3527,0
133****2988,"""864282042036599"""
177****3949,"""868454038927851"""
135****3560,"""862819035076983"""
150****0848,"""869166033370593"""
189****0451,0
181****7377,"""866015036214014"""
153****4356,"""867476038480871"""
181****9727,0
181****0726,"""864535031682784"""
175****2376,"""863397030335828"""
177****5692,"""865847040563056"""
180****1720,0
180****3010,"""864161036721475"""
153****0226,0
177****2044,"""863999034421494"""
183****8175,"""864175035729131"""
133****0055,0
189****0500,0
153****8988,"""863738033725996"""
153****2345,0
180****3573,"""866197033321818"""
153****9431,"""861065032308687"""
180****1988,0
152****0766,"""864551037609739"""
173****8755,"""867168023924290"""
150****2452,0
189****6792,"""99000876028761"""
181****3292,"""99001228853335"""
153****8008,0
173****2788,"""A100004E07D107"""
133****0070,"""99001140164488"""
180****1538,"""869979034420872"""
133****2227,0
173****7560,0
153****5032,"""869823042598701"""
173****5428,"""A000009111D392"""
199****9990,"""861451039804227"""
189****8725,"""867092032891961"""
180****3127,"""861406032112028"""
133****9587,"""869071030785191"""
189****9861,"""A0000012ABC0C6"""
177****1330,0
189****5589,"""862538031777234"""
133****7388,"""867666031453418"""
181****9990,"""866402032547623"""
180****3868,"""863336033337530"""
180****2687,"""863437034954479"""
177****5327,"""867472038002096"""
189****6078,"""99000978058745"""
189****6544,0
173****1849,"""863336032221859"""
153****8898,"""866909036774896"""
177****8656,"""864684039977000"""
153****9699,"""864404047607501"""
199****6613,"""866936036136735"""
173****2713,"""865315035099445"""
153****3330,"""869498032423176"""
189****6458,0
189****2306,"""864033032100469"""
181****1513,"""862982035012851"""
182****6963,0
189****7085,0
153****6168,0
180****6508,"""864178035574754"""
153****0920,0
181****5132,"""A0000085FBEB1B"""
153****9924,"""99000988272060"""
189****1168,"""A0000088599E52"""
189****4399,0
199****2099,"""866650030911874"""
135****1022,0
173****2301,"""864555032284877"""
199****1684,0
133****1783,"""869161025298985"""
153****0095,"""A0000089CF6BCF"""
133****3074,0
189****6109,"""A0000071BF275E"""
153****6613,0
133****7623,"""A100003A550CBB"""
180****3968,"""862374037682701"""
133****7682,"""867473038354438"""
181****8991,"""863125039803961"""
180****5292,"""867234039809162"""
153****1616,"""A000005E3A1455"""
189****4217,"""867237031353295"""
189****8389,"""864551036223631"""
180****8060,"""A00000603D1B86"""
177****8909,"""865551033639283"""
189****5966,"""A000008DAEFBF3"""
180****5268,"""869949028159661"""
153****6558,"""868793034671157"""
189****1299,0
153****9088,"""866938035475338"""
133****5279,"""868046038723098"""
181****8628,0
180****3577,"""869495031075783"""
189****5301,0
173****4755,"""865333039650014"""
153****7922,"""A1000050E7ECAB"""
153****1457,0
153****8177,"""A1000052BB6760"""
177****5812,"""866215033866515"""
189****0686,0
133****0255,"""866935030087522"""
133****7871,"""99001157504139"""
186****8835,0
189****4523,"""864399035115618"""
133****7452,"""99001008823716"""
153****0727,0
189****7235,"""a00000550f7de8"""
189****0855,"""864024032360286"""
180****1531,0
177****1049,"""A0000063A0004E"""
177****9518,"""868918036897050"""
173****1173,"""869869031531278"""
133****7167,0
199****7895,"""866533031726667"""
173****7880,0
153****4559,"""865583037427746"""
153****1958,0
189****5727,"""862859042246757"""
189****6144,"""865762031785842"""
181****4591,"""A000008A49FB25"""
181****7061,"""A000008641DA3A"""
189****1653,"""99000809193710"""
189****7176,"""866240033355418"""
180****6936,"""A00000641EFAD6"""
189****9899,0
181****1371,"""862635039641816"""
181****8605,"""864552038671496"""
181****7952,"""866090037078536"""
181****7178,0
180****6591,"""A00000713EFC5C"""
133****4332,"""A000008A3F205C"""
173****4107,"""862479037093344"""
177****9113,"""863954031682135"""
189****8016,"""865831035583964"""
135****1774,"""863328036735596"""
180****6963,0
173****3136,"""867788042240418"""
189****0326,"""865709033971094"""
166****1521,"""869071030461819"""
181****8227,"""868349029665421"""
153****1244,"""863056036581336"""
189****7810,"""863982034651070"""
133****2450,"""862033036400339"""
138****9928,"""862791031946057"""
180****8054,"""864031037383676"""
180****3660,"""865866036775334"""
189****5130,0
189****9169,"""A0000069986070"""
133****8967,"""A0000048517C6D"""
199****9729,"""865240040146330"""
153****9862,0
180****1184,"""862885032747314"""
189****1223,"""863982038063843"""
182****6243,"""864097031950471"""
177****5072,"""A10000589C7410"""
189****2555,"""868938038306710"""
189****3499,"""865023033618303"""
180****8621,"""865959045226686"""
153****5010,"""866370030781843"""
133****6769,"""869753038714311"""
135****6341,"""A1000050E2637F"""
181****2672,"""867927035518741"""
153****8983,"""863679033616993"""
177****2381,"""867228038079405"""
189****2120,"""86882303138559"""
177****0236,"""A0000065750EF6"""
181****8333,"""358695073997665"""
177****4757,"""a0000055e4e3aa"""
177****8182,"""357612083428947"""
189****0621,"""A000005E6F2551"""
181****6543,"""868052034362055"""
199****3246,"""862256048385152"""
181****6080,"""868014033961907"""
189****7604,"""868496036342260"""
153****0077,"""866228047428842"""
199****6025,"""861075034186940"""
153****5650,"""860965032751037"""
132****9636,"""865861048362551"""
177****9990,"""A00000716210DD"""
181****0699,"""863466032733791"""
133****1717,0
181****3259,"""A0000061B4043A"""
189****8893,"""A0000072583B66"""
187****3635,0
177****0217,"""865265047264620"""
177****2480,"""A0000070435985"""
181****3301,"""862458033989192"""
199****9150,"""868049032871855"""
189****4173,"""869513037566363"""
153****8455,"""A00000756A7E59"""
177****8233,"""866432036816815"""
180****9868,"""A100004E702C19"""
181****5477,"""869497034565133"""
189****4567,"""A000007820465D"""
133****0978,"""867698036949868"""
177****5711,"""867769032695894"""
153****9100,"""868404039634337"""
173****9445,"""866376035215299"""
133****9155,"""A0000087988B49"""
180****6922,0
189****1371,0
180****6669,0
133****0802,"""A000006415BF5D"""
153****9615,"""862552039166944"""
189****1374,"""865786040948349"""
189****7144,"""866341038261609"""
153****2380,"""862991035531653"""
189****7131,0
157****7732,"""863339038727200"""
153****7390,0
153****7298,"""A100006804A38C"""
189****8576,"""861451032509377"""
152****3300,"""861918039781746"""
189****5765,0
133****4177,"""869967031899735"""
177****6368,"""A100004DE212B9"""
181****0910,"""A000005569C8C9"""
180****6137,"""99001014136318"""
181****0152,"""866378035588956"""
173****3397,"""99000936132129"""
180****7158,0
199****5756,"""861543032350750"""
173****3388,"""A100005555198A"""
180****7269,"""864292030297558"""
133****0179,"""35460207381966"""
177****9069,"""869234034071436"""
199****1356,"""A000007AE503F3"""
133****9630,"""866188036201792"""
133****7623,"""868550035529374"""
173****1820,"""862966032273335"""
189****4597,"""A1000049F49586"""
181****7956,"""99000812540525"""
181****0299,"""868903039527557"""
189****4775,"""862759039931371"""
138****0021,0
189****8561,"""869824035419343"""
186****3159,"""866378035589277"""
180****3626,"""867011037257580"""
153****6483,"""867701039429134"""
180****8750,"""862844038821524"""
189****2982,"""861106031556247"""
173****1570,"""A0000073DA7260"""
189****8825,"""99000863366912"""
133****0311,"""869839038236676"""
134****7211,"""358166076416665"""
153****1007,0
177****3139,"""867473037107589"""
180****9319,0
177****9406,"""864341035494528"""
189****5186,0
153****8986,"""869541023614293"""
153****0918,"""A000006ABBD965"""
156****8361,"""868290034793859"""
173****2382,"""864751031756144"""
181****9969,"""863883036990120"""
176****7251,0
133****9239,"""863411031869345"""
153****0501,"""865584039288177"""
181****8282,"""868030033697689"""
189****7451,"""A00000640A6DB8"""
182****8235,"""867026026910635"""
180****9217,"""355757010629125"""
182****6008,"""A0000061AB5BD1"""
173****8707,"""864274039226705"""
181****2795,"""99001068371256"""
189****2567,0
158****6109,"""866150035666961"""
181****7327,"""865463038889774"""
153****4099,0
137****5229,0
159****5380,"""863136038647267"""
177****9448,"""864225032832972"""
180****5579,0
173****8090,"""864102033227777"""
153****6063,"""99000458012792"""
189****7288,"""865580036294887"""
189****5792,"""868897038009338"""
189****1215,"""A100005C5BA6D7"""
199****0648,"""99001084786045"""
177****7789,0
180****6733,"""868802048794465"""
173****9394,"""866171030423950"""
180****1669,"""867550035855234"""
189****2569,"""865921038174950"""
181****2064,"""A100004EB1680A"""
181****6585,"""861271048827195"""
139****7115,"""862629032837042"""
177****5275,"""864394032640254"""
138****0540,"""865320030907378"""
153****5888,"""863807034315659"""
189****0827,0
153****6329,"""863454035885008"""
153****7123,"""867548041453192"""
181****2926,"""862770036104540"""
158****8836,0
199****5689,0
177****0979,"""865809038357032"""
153****5167,0
136****0851,"""869172031396051"""
177****3737,"""869614032987859"""
153****1371,0
189****0503,"""359942075901876"""
180****4115,"""868740036903146"""
153****4949,0
180****8088,"""99001228950043"""
138****4580,"""867478035906866"""
153****6874,"""869456034573836"""
189****0092,"""868404020169194"""
133****2240,0
180****6404,"""864325036248298"""
173****6749,0
189****6045,"""A100005594A969"""
153****7803,0
153****9688,0
177****0701,0
189****2695,"""869154025124020"""
173****9769,"""868082034153410"""
177****8015,"""99001140832367"""
189****7456,"""862941035127705"""
181****9139,0
138****2899,"""868146038104396"""
180****0473,"""A1000055803A64"""
189****1357,"""862002039129864"""
177****1975,0
177****8488,"""A00000896087EF"""
181****9379,"""864679049046150"""
180****0664,"""867027033522785"""
173****6729,"""867526031408970"""
189****0545,0
133****4000,"""869713039420656"""
189****5267,"""862855033719646"""
133****7625,"""A0000072E05294"""
133****2100,"""355309073907699"""
173****3489,"""868632035117713"""
189****9399,"""353460080819211"""
189****2495,"""863793036575963"""
153****8959,"""865227033577431"""
133****8078,"""A0000072186847"""
181****8999,"""868973046188800"""
182****6448,"""866533032164736"""
180****9162,0
181****6889,"""A000007162F6F0"""
189****7626,"""A0000089CD61FD"""
189****6891,0
189****0185,0
153****1702,"""A10000481A0B98"""
189****7572,"""869868030182182"""
173****0385,"""866228032850042"""
133****2076,0
173****1733,"""86708503838204"""
180****9553,0
157****4996,"""868633033634816"""
135****7446,0
177****2380,"""A0000086C372B1"""
133****6725,"""A1000050B88453"""
153****4408,"""35460207101409"""
133****8078,"""A100005555198A"""
137****8151,0
180****2327,"""861189030094253"""
189****7235,0
189****9702,0
173****9994,"""865845039203734"""
189****1889,"""A00000649DD6EC"""
133****1316,"""99001113166849"""
133****7187,"""A000008A1791B2"""
173****9907,"""863716036765631"""
180****1688,"""867262036467783"""
153****0516,"""864278038521370"""
180****8858,"""864904038451272"""
158****5112,"""866935036531499"""
180****7506,"""866050028197018"""
173****8638,0
177****5923,"""866934033859177"""
199****0913,0
189****0073,"""864277038995295"""
133****2580,"""A000006423F1F6"""
137****9880,"""869933031834130"""
133****1488,"""351952086336614"""
189****0039,"""868510031206682"""
177****7662,"""867600030346265"""
137****4684,"""867252035272557"""
133****9866,"""A00000707F4D00"""
153****7955,"""864769044550585"""
173****8107,"""99000982290152"""
189****0931,"""A00000686F00C7"""
134****2263,"""866146030905925"""
189****3089,0
185****0168,"""868765039302624"""
180****2851,"""868548037003125"""
189****9502,"""862746036834229"""
189****3933,"""868382039273381"""
138****0415,"""A0000089961FD6"""
153****6405,0
189****6577,"""862911036791221"""
153****0955,"""867927032472181"""
181****8887,"""863858033502037"""
137****9880,"""A0000070435985"""
180****6087,"""869984036324775"""
153****8566,"""866716031298437"""
181****2762,0
181****6502,"""A000006E711F35"""
180****7806,"""A1000055C2F872"""
181****8909,"""A00000641CA022"""
199****4881,"""99001115280530"""
181****6262,"""354732085770493"""
181****3996,"""866228047502786"""
181****8753,"""868916035927696"""
153****0870,"""868362033217279"""
153****3686,"""A0000038E7D9E2"""
177****1581,"""a000005552e337"""
152****0470,"""860735035910736"""
153****8006,"""99001008066008"""
133****9272,"""866017037790596"""
189****2007,"""866147044156570"""
152****7997,"""A0000074A457F7"""
133****1112,0
181****2739,"""A1000050B97014"""
177****2341,"""99000913580426"""
135****9056,"""863968045655796"""
199****9236,0
181****5685,"""864229037284932"""
133****8079,0
189****2641,"""862505035671945"""
180****7857,"""864277035319382"""
153****0304,"""864253039734314"""
181****3125,"""866146031132388"""
133****0369,"""867519033940215"""
189****0624,"""866147044766790"""
153****9986,"""358314070857357"""
181****1568,"""868464041209981"""
199****6584,"""99001020674750"""
180****1377,"""865866030145252"""
189****8273,"""860662031898170"""
189****5138,"""862759039931371"""
180****1662,"""A0000061B9CBE2"""
180****0756,"""A100003A5092E4"""
189****2126,"""869150032418330"""
180****0809,"""865281039091756"""
133****1207,"""865579032210400"""
181****0390,"""A1000050C86101"""
181****6202,0
133****5323,"""866699038937597"""
180****8840,"""861079033447170"""
180****1730,"""861138044245757"""
189****3555,0
173****1984,"""864264024914043"""
173****3233,0
199****0501,"""862756040706230"""
177****8061,"""864566036684624"""
199****5558,"""866147044694232"""
177****1860,"""866533031848933"""
181****0383,"""869753031750775"""
180****9689,"""866936032599803"""
177****3298,0
180****8858,0
181****7528,"""866938033760194"""
133****6181,0
153****1578,"""99001027112131"""
180****3652,"""864740033114386"""
177****1279,"""A000007124C457"""
185****7169,"""863696032727985"""
181****5430,"""864664036221040"""
189****1789,"""A0000074A2C9EF"""
189****8314,0
181****0712,"""868129030668410"""
180****2891,"""862183036361435"""
177****1183,"""a000004fdfe1e7"""
177****2086,"""869285033354900"""
173****7199,"""860076034568617"""
153****7928,"""862785038301126"""
133****5252,"""865970030869000"""
133****0512,"""861414033303836"""
180****5091,"""869437022220366"""
189****0623,0
181****6099,"""862183032284490"""
181****6100,"""863539033191498"""
181****5571,"""862784030159731"""
180****2201,"""867140036620223"""
157****3536,"""865873034207906"""
182****3073,"""864285031813951"""
133****5140,"""866654034739224"""
189****9337,"""A0000071656FE7"""
173****1803,"""86729103350394"""
189****4723,"""868973049911281"""
181****8483,"""867677038424419"""
177****5769,0
181****6072,0
133****3979,0
133****9319,"""A00000735BF7B3"""
133****7918,"""867519030832217"""
189****9822,0
199****2037,0
133****6294,"""865044032648539"""
153****3228,"""A0000088334EC2"""
133****0181,0
177****9878,"""862455036916081"""
181****9088,"""861404030471074"""
177****4632,"""868990044130527"""
177****5080,"""868122034641319"""
153****9929,"""a00000599415cb"""
189****1143,0
189****6366,0
177****0998,"""864274036669261"""
133****7798,"""A000006440DC7F"""
181****8903,"""861257033299730"""
133****6335,"""865766036596013"""
133****0536,"""86326503072157"""
153****9791,"""869410029362044"""
189****3308,"""99000939179307"""
135****9535,"""869395024969309"""
153****8927,"""A0000070E76A7F"""
133****5936,"""A100004C04FCF1"""
180****9782,"""35460207128460"""
173****0257,"""99000878258292"""
139****4981,"""868381038178195"""
133****2502,"""861680046511736"""
181****3996,"""860662031898170"""
133****8850,"""863918035578961"""
133****0331,"""868551036731670"""
189****1196,"""865092044578798"""
189****2809,"""99001065981270"""
189****9600,0
189****8809,0
180****2201,"""869095037735057"""
173****9063,"""99000972307326"""
133****0658,"""99000085159897"""
133****3112,"""865034037164806"""
173****2972,"""863920044470537"""
189****6651,"""99000865326811"""
153****8660,"""864678036737110"""
181****7109,"""A0000055621F02"""
189****6508,"""A000008D90EA43"""
133****0694,"""863673045837911"""
139****6669,0
173****5948,"""A000006398966B"""
180****4088,"""866193037900434"""
173****2070,"""864511032483092"""
173****8603,"""869095038527321"""
133****8102,"""861141033981960"""
133****8938,"""863797037915193"""
153****9555,"""99000584292501"""
138****9565,"""868454030237473"""
133****1316,"""863271033048516"""
189****5282,"""868239024104726"""
177****4566,"""A1000050C93B76"""
189****7580,"""862660037625850"""
180****8627,0
180****2981,"""861065031246755"""
189****2128,"""A0000059370394"""
181****4913,"""99000645312552"""
189****7081,"""A1000058E09CE5"""
177****1283,"""867821037798353"""
181****3022,"""99001080454701"""
133****3704,"""A0000061270917"""
173****5699,0
199****1010,"""867375043102415"""
150****0934,"""352575070367375"""
199****3390,"""A000007EB2326E"""
180****6715,"""99001205000059"""
153****1057,"""866841030188791"""
133****7700,"""863969031497839"""
180****0993,"""862734030936851"""
199****0132,"""866939036229641"""
189****1631,0
153****1101,"""99001123582498"""
177****7145,"""864230036545901"""
189****8919,"""866123034216450"""
189****9619,"""864289039942838"""
199****7022,"""A00000875A26FF"""
136****6617,"""868826025365643"""
189****0309,0
181****1869,"""862209033901855"""
189****7366,0
177****6034,"""862265037750441"""
180****2818,0
189****2536,"""864278035407011"""
183****4177,"""866239036794599"""
133****8506,"""863471039905137"""
189****2858,"""A000008D845149"""
181****0523,"""99000872476302"""
153****8181,"""864429036125264"""
153****7452,"""A0000071D4A6E3"""
180****5297,"""99001235405069"""
181****8288,"""862526037350635"""
133****8104,"""860286036642639"""
199****7666,"""866937037485592"""
189****9603,"""861234039898682"""
133****7176,"""864229033619263"""
133****3318,"""862548038846346"""
189****7183,"""A00000554F368C"""
181****2155,"""868722033740291"""
189****5733,"""866875035774668"""
133****9195,0
153****1180,"""864643238173829"""
189****2365,"""99001145867718"""
189****7033,"""865861049502650"""
180****3434,"""A000006438D275"""
173****3930,"""866570036449168"""
180****8408,"""865988048868954"""
173****2923,"""868394039737471"""
173****6655,"""861594045232329"""
189****0121,"""867520047850598"""
182****7997,0
181****2018,"""A00000615623BA"""
180****3417,"""864081038889650"""
189****6570,"""A000008A870E92"""
177****3292,"""99000567296334"""
177****1521,"""A0000056AF3E2E"""
189****1207,"""865937039484040"""
181****1867,"""867926030829780"""
181****1062,"""A100003A570827"""
181****3779,"""866146039803246"""
180****0109,"""868973047705743"""
133****8191,"""869016021299181"""
153****2858,"""A000005565F3FC"""
189****5055,"""A00000654200B6"""
133****5123,"""99001080131873"""
181****1458,"""868648031118315"""
189****9115,"""86795103175814"""
180****0911,"""860916036224224"""
177****6785,"""A000008A3424E4"""
153****5867,"""866933039677179"""
186****1370,"""866119036102896"""
180****4633,"""866048038445120"""
189****8328,"""861234039898682"""
180****3527,"""864067035039175"""
153****4901,"""869829048631156"""
181****8665,"""863209038620004"""
153****9998,"""862771033333629"""
180****5385,"""A000008A5B56A8"""
151****8962,"""862484037973024"""
173****0628,"""869071036256759"""
136****6879,"""A000008D9EF5B3"""
181****0798,"""868632033998080"""
189****2181,"""A00000615623BA"""
153****0636,"""869156036296531"""
133****1816,"""866352034961654"""
189****9653,"""A0000072445FD4"""
180****0258,0
189****2181,"""A000008D14F33B"""
180****9053,"""868753026834072"""
133****8306,"""A000006AFBE5EC"""
180****3605,"""A100004DAA89D5"""
139****2056,0
137****8078,"""862526033888679"""
199****5779,"""99001187208354"""
173****2305,0
153****6356,"""864360039721017"""
186****6088,0
181****7520,"""A1000050FDE8C1"""
133****4295,"""866986047928190"""
180****8888,0
183****4348,"""867407032753948"""
173****4729,"""A000008834CCA7"""
153****3739,"""863696037432524"""
153****8997,"""864370034515314"""
173****0861,"""865855037699635"""
153****1725,"""863982034254123"""
155****4156,0
177****7044,"""863466036367257"""
189****0252,0
153****3812,"""99000942659984"""
177****9853,"""A00000645B3D75"""
189****4881,"""869309031309052"""
153****4956,"""864854043712590"""
189****9886,0
189****9256,"""A0000059212A12"""
173****2865,"""A1000054757ABC"""
133****7273,"""864647036356502"""
181****0977,"""99000872286254"""
131****9509,"""868299034631118"""
133****3455,"""A0000064449C9C"""
189****7967,0
189****9603,"""869713031770074"""
177****5565,"""862819031435621"""
153****3854,"""A000007466A253"""
189****7631,"""868055033135174"""
133****2621,"""863196039414430"""
189****2705,"""869158026735072"""
153****5668,"""A1000055D8BB09"""
181****1188,"""A000008755C826"""
189****4480,"""865540048373814"""
180****3207,"""99001122145882"""
189****0695,"""863263034914440"""
153****5757,"""A1000052B9BD6A"""
180****9415,"""a1000014883d16"""
180****8142,"""99000736674113"""
180****5798,"""A000008A0E4A22"""
180****1208,0
189****5146,"""868239023195188"""
153****1211,0
173****8695,"""862078049880191"""
189****1296,0
189****2171,"""99000863292370"""
181****4686,"""A1000050A0E17C"""
133****9101,0
153****8505,"""864131038508279"""
189****0029,"""865709030686133"""
189****0044,0
189****6362,"""867564030288713"""
173****2325,"""99000783023331"""
181****3181,"""860737037759152"""
153****6342,"""863894032388250"""
189****7700,0
173****2580,"""A00000749990B5"""
189****0316,"""86115703055939"""
180****2982,"""863056041459684"""
133****8388,"""A00000643689A9"""
177****9080,0
189****0076,0
177****9879,0
189****6986,"""867359041804610"""
153****2073,"""A0000078F8D509"""
134****1719,"""868052036932012"""
177****0052,0
177****3221,"""352709083491381"""
133****0567,"""862521030874038"""
177****2082,"""864431031907076"""
189****9544,"""A100003A021222"""
159****4543,"""A00000643914AF"""
180****6444,0
199****6666,0
189****2688,"""865296039840713"""
133****2366,0
180****7796,"""A00000617235E3"""
189****6066,"""866571036151796"""
181****0967,"""99000645173907"""
177****5007,"""868227038382115"""
173****6468,"""866379038608270"""
133****7765,"""863827030628558"""
133****1388,"""865736039363109"""
189****0007,"""866592034673649"""
177****2402,"""867520045888970"""
133****7817,"""86611103979802"""
173****3963,0
189****2368,"""865579035599403"""
181****6856,"""A0000073560B14"""
177****5241,"""869967033750753"""
199****2601,"""A0000061A87D2B"""
133****3608,"""869043026364547"""
180****3536,"""867701036493257"""
153****5757,"""869315027045758"""
180****7800,"""A000004FA25099"""
159****6416,"""A0000062F58073"""
189****5831,0
189****2899,0
180****0118,"""866069038754790"""
133****0785,"""869818026475157"""
153****0323,0
189****9785,"""867465034090412"""
189****3820,"""A1000045655BAE"""
153****1968,"""A00000685063E9"""
133****7816,"""866568031835860"""
181****9899,0
199****1343,"""865773031284769"""
177****5724,"""99001113385724"""
189****7888,"""869622032929078"""
199****1665,"""868600035848777"""
189****5611,"""A000006018F13B"""
133****9949,"""A000006494274D"""
133****1628,"""A100004DFF1273"""
173****0428,"""99000939925745"""
189****8141,"""866938035353055"""
133****2475,"""861794041207180"""
139****2953,"""868859042125559"""
158****7515,0
189****5808,"""A0000064120AFC"""
189****8728,"""a0000059c733d5"""
189****6562,"""864087030737011"""
153****6023,"""860980036966986"""
177****9526,"""99001113090238"""
189****5220,"""863062038124976"""
173****0508,"""99000672584833"""
189****6806,"""99001070601882"""
173****2475,"""867499030855239"""
189****1300,0
173****3447,"""864651036275100"""
189****9695,"""863513037734090"""
189****7036,"""353460081972282"""
181****1486,"""869495037213008"""
137****7373,"""863558049533139"""
153****7119,"""869386049193512"""
153****1556,0
173****5828,"""A0000071EA7442"""
180****1597,"""863739037624466"""
153****6098,"""868382032280433"""
181****7322,"""869232039725956"""
181****0637,"""869868039032743"""
181****9213,"""861141037759982"""
180****6045,"""862467036662656"""
173****9120,"""867359042271355"""
189****0975,0
181****8814,"""99000926079652"""
